pk,pk,strength
1020477,1139836,10258
1067955,1139836,10258
1087976,1139836,12601
1019390,1140674,8157
1019016,1141253,1612
1018488,1142018,2861
1019581,1142018,2861
1019581,1142018,8675
1019593,1142018,2861
1019648,1142018,821
1019648,1142018,2861
1019648,1142018,8675
1019833,1142018,2861
1019847,1142018,821
1019847,1142018,2861
1020029,1142018,821
1020029,1142018,2861
1020029,1142018,8675
1020428,1142018,2861
1047265,1142018,821
1047265,1142018,2861
1062815,1142018,821
1062815,1142018,2861
1062815,1142018,8675
1088433,1142018,2861
1088433,1142018,8766
1113636,1142018,2861
1134140,1142018,821
1134140,1142018,2861
1134140,1142018,8675
1019909,1147363,2101
1060571,1147363,2953
1018695,1155255,151
1018732,1155255,151
1018980,1155255,151
1019120,1155255,151
1019183,1155255,151
1019334,1155255,151
1019541,1155255,151
1020215,1155255,151
1042098,1155255,151
1047817,1155255,151
1064235,1155255,151
1097986,1155255,151
1113636,1155255,151
1134091,1155255,151
1138092,1155255,151
1019535,1158289,11719
1019952,1158289,6484
1025410,1158289,12905
1134585,1158289,335
1134585,1158289,2769
